FID,BPUIC,BEZEICHNUN,GEMEINDENA,BFS_NUMMER,KANTONSKUE,E_WGS84,N_WGS84
284,8591739,"Jona, Sonnenblickstrasse",Rapperswil-Jona,3340,SG,8.820354760000001,47.241991200000001
285,8576079,"Rapperswil SG, Sonnenhof",Rapperswil-Jona,3340,SG,8.821111770000000,47.228874939999997
286,8518721,Rapperswil Nord,Rapperswil-Jona,3340,SG,8.822860000000000,47.225379990000000
287,8591749,"Rapperswil SG, Greithstrasse",Rapperswil-Jona,3340,SG,8.827315710000001,47.226722209999998
288,8588035,"Jona, Busskirchstrasse",Rapperswil-Jona,3340,SG,8.833511860000000,47.222266249999997
289,8503146,Grünfels,Rapperswil-Jona,3340,SG,8.835023690000000,47.232116599999998
290,8591741,"Jona, Vita-Parcours",Rapperswil-Jona,3340,SG,8.836845390000001,47.238643609999997
291,8591736,"Jona, Molkereistrasse",Rapperswil-Jona,3340,SG,8.837095240000000,47.230526150000003
292,8591724,"Jona, Aubrigstrasse",Rapperswil-Jona,3340,SG,8.838633300000000,47.233782030000000
293,8591727,"Jona, Geberit",Rapperswil-Jona,3340,SG,8.843326299999999,47.224899749999999
294,8591733,"Jona, Langrütistrasse",Rapperswil-Jona,3340,SG,8.845058959999999,47.227010669999999
295,8591726,"Jona, Feldlistrasse",Rapperswil-Jona,3340,SG,8.846299240000000,47.228974649999998
296,8578536,"Wagen, Käserei",Rapperswil-Jona,3340,SG,8.884999090000001,47.231191870000004
297,8578537,"Wagen, alte Post",Rapperswil-Jona,3340,SG,8.889607280000000,47.231046050000003
298,8578558,"Eschenbach SG, Lettengasse",Eschenbach (SG),3342,SG,8.906747050000000,47.241984100000003
299,8583055,"Schmerikon, Seeblick",Schmerikon,3338,SG,8.932483879999999,47.226053729999997
300,8573588,"Goldingen, Löffel",Eschenbach (SG),3342,SG,8.945078100000000,47.266183849999997
301,8573857,"Schmerikon, Lanzenmoosstrasse",Schmerikon,3338,SG,8.949194960000000,47.226240560000001
302,8503995,"Goldingen, Oberdorf",Eschenbach (SG),3342,SG,8.964289070000000,47.263223250000003
303,8578547,"St. Gallenkappel, Unterdorf",Eschenbach (SG),3342,SG,8.967857909999999,47.244787570000000
304,8589221,"St. Gallenkappel, Kronenwiese",Eschenbach (SG),3342,SG,8.974096860000000,47.248123170000000
305,8573852,"Uznach, Kreuzkirche",Uznach,3339,SG,8.977070050000000,47.227499870000003
306,8586785,36 PU PAUT Mühlrüti,Mosnang,3394,SG,8.983484900000001,47.371378440000001
307,8574473,"Uznach, Bahnhof",Uznach,3339,SG,8.980272400000000,47.224515240000002
308,8585779,34 Garage Uznach klein,Uznach,3339,SG,8.980490780000000,47.220731999999998
309,8503387,"Hintergoldingen, Sonne",Eschenbach (SG),3342,SG,8.983932370000000,47.288061059999997
310,8578504,"Atzmännig, Atzmännigstrasse",Eschenbach (SG),3342,SG,8.988115900000000,47.287339189999997
311,8573989,"Mühlrüti, Mühle",Mosnang,3394,SG,8.991536280000000,47.371272070000003
312,8503790,"Uznach, Spital Ost",Uznach,3339,SG,8.994863329999999,47.222645630000002
313,8573848,"Ernetschwil, Häblingen",Gommiswald,3341,SG,8.996748130000000,47.241998369999997
314,8578511,"Gähwil, Schmid Garage",Kirchberg (SG),3392,SG,9.006553300000000,47.397382499999999
315,8588492,"Gebertingen, Abzw.Schulstrasse",Gommiswald,3341,SG,9.006925409999999,47.252080159999998
316,8503998,"Kaltbrunn, Fischhausen",Kaltbrunn,3313,SG,9.006708250000001,47.218130660000000
317,8578512,"Gähwil, Chromen",Kirchberg (SG),3392,SG,9.014274459999999,47.398626849999999
318,8503982,"Gebertingen, Freudwil",Gommiswald,3341,SG,9.015578970000000,47.250261719999997
319,8518616,Bronschhofen AMP (Agl),Wil (SG),3427,SG,9.030313560000000,47.483112480000003
320,8578514,"Kirchberg SG, Tüfrüti",Kirchberg (SG),3392,SG,9.028033660000000,47.402396619999998
321,8578795,"Wil SG, STIHL",Wil (SG),3427,SG,9.030886369999999,47.459697470000002
322,8580537,"Kaltbrunn, Gasterstrasse",Kaltbrunn,3313,SG,9.026966970000000,47.212014240000002
323,8503974,"Ricken SG, Bildhaus",Gommiswald,3341,SG,9.031355039999999,47.250719420000003
324,8573995,"Libingen, Vorderhofen",Mosnang,3394,SG,9.036034140000000,47.337811049999999
325,8591791,"Wil SG, Eggfeld",Wil (SG),3427,SG,9.040397840000001,47.469857410000003
326,8578596,"Wil SG, Winkelriedstrasse",Wil (SG),3427,SG,9.040234290000001,47.464426179999997
327,8518592,Wil FW Bahn,Wil (SG),3427,SG,9.040420010000000,47.462870000000002
328,8515652,Wil (FF-Wil Bahn),Wil (SG),3427,SG,9.040426130000000,47.462867240000001
329,8582463,"Kirchberg SG, Florastrasse",Kirchberg (SG),3392,SG,9.039175400000000,47.409394659999997
330,8518591,Wil FW Bahn Gleisende,Wil (SG),3427,SG,9.041190000000000,47.462840000000000
331,8573617,"Wil SG, Kreuzackerstrasse",Wil (SG),3427,SG,9.041775879999999,47.468039150000003
332,8573984,"Mosnang, Dorf",Mosnang,3394,SG,9.040559650000001,47.362460849999998
333,8594157,"Wil SG, Höhenstrasse",Wil (SG),3427,SG,9.044528270000001,47.471320450000000
334,8503979,"Ricken SG, Rittmarren",Gommiswald,3341,SG,9.040134300000000,47.254889020000000
335,8582771,"Schänis, Industrie Feld",Schänis,3315,SG,9.039143279999999,47.155679829999997
336,8573864,"Kaltbrunn, Aeuli",Kaltbrunn,3313,SG,9.040649930000001,47.203799719999999
337,8591677,"Wil SG, Krebsbachbrücke",Wil (SG),3427,SG,9.049340360000000,47.469436379999998
338,8576175,"Wil SG, Viehmarkt",Wil (SG),3427,SG,9.049868300000000,47.466280470000001
339,8506672,"Wil SG, Adler",Wil (SG),3427,SG,9.050804360000001,47.467400910000002
340,8506057,"Rickenbach bei Wil, Wilfeld",Wil (SG),3427,SG,9.051799160000000,47.452085009999998
341,8591668,"Wil SG, Städeli",Wil (SG),3427,SG,9.052792150000000,47.473886210000003
342,8503119,Schänis,Schänis,3315,SG,9.043976170000001,47.157657129999997
343,8582783,"Schänis, Bahnhof",Schänis,3315,SG,9.044645870000000,47.157528409999998
344,8591683,"Wil SG, Flurhof",Wil (SG),3427,SG,9.055372999999999,47.460581230000003
345,8585190,"Rufi, Schulhaus",Schänis,3315,SG,9.049095850000000,47.179703859999996
346,8573868,"Schänis, Mühlegasse",Schänis,3315,SG,9.048959730000000,47.161939429999997
347,8585188,"Maseltrangen, Schulhaus",Schänis,3315,SG,9.051213530000000,47.189984440000003
348,8506497,"Schänis, Warthausen",Schänis,3315,SG,9.053833290000000,47.169572240000001
349,8587778,"Bazenheid, Ochsen",Kirchberg (SG),3392,SG,9.063609350000000,47.417554910000000
350,8573874,"Ziegelbrücke, Bahnhof Nord",Schänis,3315,SG,9.059896400000000,47.137179740000001
351,8591745,"Jona, Wohnheim Balm",Rapperswil-Jona,3340,SG,8.809688380000001,47.245869980000002
352,8576077,"Kempraten, Bahnhof",Rapperswil-Jona,3340,SG,8.817372440000000,47.238527490000003
353,8576090,"Rapperswil SG, Bahnhof",Rapperswil-Jona,3340,SG,8.817194430000001,47.224972639999997
354,8591754,"Rapperswil SG, Sportanl. Lido",Rapperswil-Jona,3340,SG,8.825431439999999,47.223830200000002
355,8591752,"Rapperswil SG, Oberseeplatz",Rapperswil-Jona,3340,SG,8.828963590000001,47.223058930000001
356,8578526,"Rapperswil SG, Scheidweg",Rapperswil-Jona,3340,SG,8.830774720000001,47.228713560000003
357,8516719,Rapperswil Unterwerk,Rapperswil-Jona,3340,SG,8.832416800000001,47.224834399999999
358,8503120,Jona,Rapperswil-Jona,3340,SG,8.834618050000000,47.230976630000001
359,8516842,Jona Nord,Rapperswil-Jona,3340,SG,8.834956540000000,47.231568660000001
360,8591737,"Jona, Neuhof",Rapperswil-Jona,3340,SG,8.837922730000001,47.231865509999999
361,8591738,"Jona, Tägernau Rank",Rapperswil-Jona,3340,SG,8.843146380000000,47.234635679999997
362,8591744,"Jona, Wendeplatz",Rapperswil-Jona,3340,SG,8.844641530000001,47.235238170000002
363,8506204,Lütisburg,Lütisburg,3393,SG,9.070687120000001,47.383828620000003
364,8516724,Ziegelbrücke Unterwerk,Schänis,3315,SG,9.065071319999999,47.133489949999998
365,8573969,"Lütisburg, Hirschen",Lütisburg,3393,SG,9.075281660000000,47.386794360000003
366,8506665,"Rossrüti, Rislen",Wil (SG),3427,SG,9.078446359999999,47.481855639999999
367,8573999,"Bütschwil, Engi",Bütschwil-Ganterschwil,3395,SG,9.077009889999999,47.369767039999999
368,8506202,Dietfurt,Bütschwil-Ganterschwil,3395,SG,9.078320290000001,47.344551879999997
369,8506474,"Lütisburg, Dorf",Lütisburg,3393,SG,9.079952349999999,47.395220469999998
370,8585406,"Dietfurt, Feldeck",Bütschwil-Ganterschwil,3395,SG,9.079183660000000,47.348421479999999
371,8579273,"Jonschwil, Steinacker",Jonschwil,3405,SG,9.081824950000000,47.428434500000002
372,8573972,"Lütisburg, Abzw. Tufertschwil",Lütisburg,3393,SG,9.081968420000001,47.399159109999999
373,8506623,"Dietfurt, Neudietfurt",Bütschwil-Ganterschwil,3395,SG,9.081637320000000,47.345906159999998
374,8574001,"Ganterschwil, Hirschen",Bütschwil-Ganterschwil,3395,SG,9.086400840000000,47.379259370000000
375,8579688,"Wattwil, Grüenau",Wattwil,3379,SG,9.085383269999999,47.305198210000000
376,8595390,"Oberstetten, Dorf",Uzwil,3408,SG,9.089883620000000,47.448470829999998
377,8584898,Tankstelle PU PAUT Ganterschw,Bütschwil-Ganterschwil,3395,SG,9.088205309999999,47.380742470000001
378,8574008,"Wattwil, Bahnhof",Wattwil,3379,SG,9.086793050000001,47.299456339999999
379,8573914,"Züberwangen, Schulhaus",Zuzwil (SG),3426,SG,9.092686980000000,47.466125920000003
380,8585871,36 Extern BLWE Wattwil,Wattwil,3379,SG,9.089714150000001,47.295229190000001
381,8506624,"Oberhelfenschwil, Wigetshof",Oberhelfenschwil,3375,SG,9.092531440000000,47.345498659999997
382,8573973,"Rindal, Grütli",Lütisburg,3393,SG,9.096622150000000,47.407235219999997
383,8578489,"Weesen, Biäsche",Weesen,3316,SG,9.089307160000001,47.132766599999997
384,8503983,"Wattwil, Tüetlisberg",Wattwil,3379,SG,9.098787250000001,47.300282889999998
385,8585184,"Weesen, Schulhaus",Weesen,3316,SG,9.094381490000000,47.133231219999999
386,8591730,"Jona, Hummelwaldstrasse",Rapperswil-Jona,3340,SG,8.852085660000000,47.231044850000004
387,8578492,"Weesen, See",Weesen,3316,SG,9.098212940000000,47.135112489999997
388,8506785,"Zuzwil SG, Schule",Zuzwil (SG),3426,SG,9.108830370000000,47.473675499999999
389,8578587,"Wattwil, Hegis",Wattwil,3379,SG,9.103420540000000,47.280504759999999
390,8574858,"Oberhelfenschwil, Metzwil",Oberhelfenschwil,3375,SG,9.123174250000000,47.350129410000001
391,8583056,"Uzwil, Sonnenbergstrasse",Uzwil,3408,SG,9.126913920000000,47.440622249999997
392,8591858,"Jona, Hummelberg",Rapperswil-Jona,3340,SG,8.857214409999999,47.232205260000001
393,8573938,"Oberuzwil, Flawilerstrasse",Oberuzwil,3407,SG,9.129002640000000,47.427898140000003
394,8574180,"Brunnadern, Alters-und Pflegeh",Neckertal,3378,SG,9.132623310000000,47.332969859999999
395,8578495,"Amden, Bellevue",Amden,3311,SG,9.127789930000000,47.142778890000002
396,8506735,"Uzwil, Schöntal",Uzwil,3408,SG,9.137735640000001,47.441084449999998
397,8573941,"Bichwil, Dorf",Oberuzwil,3407,SG,9.137076420000000,47.420429880000000
398,8578534,"Jona, Buech Industrie",Rapperswil-Jona,3340,SG,8.865839769999999,47.226305210000000
399,8573975,"Rindal, Ritzenhüsli",Oberuzwil,3407,SG,9.138752029999999,47.406074210000000
400,8506874,"Niederuzwil, Augarten",Uzwil,3408,SG,9.146441149999999,47.445841110000003
401,8574181,"Brunnadern, Spreitenbach",Neckertal,3378,SG,9.145973229999999,47.327105289999999
402,8530491,Amden (Talstat. Niederschlag),Amden,3311,SG,9.143269569999999,47.149783939999999
403,8583510,"Bichwil, Riggenschwil",Oberuzwil,3407,SG,9.153300320000000,47.417950230000002
404,8581427,"Oberbüren, Werkhof",Oberbüren,3424,SG,9.154746480000000,47.453355909999999
405,8503984,"Hemberg, Schlatt",Hemberg,3372,SG,9.154522640000000,47.297955520000002
406,8591907,"Krummenau, Trempel",Ebnat-Kappel,3352,SG,9.164347910000000,47.250090450000002
407,8578561,"Ermenswil, Hirschen",Eschenbach (SG),3342,SG,8.885026260000000,47.244777820000003
408,8506471,"Flawil, Botsberg",Flawil,3402,SG,9.172852600000001,47.416785830000002
409,8578501,"Amden, Sell",Amden,3311,SG,9.164914030000000,47.151098449999999
410,8580555,"Flawil, Unterstrasse",Flawil,3402,SG,9.174997189999999,47.415080310000000
411,8578502,"Arvenbüel, Obern",Amden,3311,SG,9.166583830000000,47.147672510000000
412,8580553,"Flawil, Herrensberg",Flawil,3402,SG,9.175548460000000,47.418571600000000
413,8506770,"St. Peterzell, Dorf",Neckertal,3378,SG,9.173448870000000,47.318751399999996
414,8580549,"Flawil, Tüfi",Flawil,3402,SG,9.176830310000000,47.408710319999997
415,8583616,"Flawil, Luegisland",Flawil,3402,SG,9.178203670000000,47.419107420000003
416,8502524,"Flawil, Wilerstrasse",Flawil,3402,SG,9.183979490000000,47.415367820000000
417,8506483,"Wolfertswil, alte Post",Degersheim,3401,SG,9.183881740000000,47.393786960000000
418,8582184,"Flawil, Spital",Flawil,3402,SG,9.184837090000000,47.416056580000003
419,8580550,"Flawil, Degersheimerstrasse",Flawil,3402,SG,9.187465189999999,47.411329719999998
420,8573978,"Flawil, Bahnhof",Flawil,3402,SG,9.189694090000000,47.415029470000000
421,8506968,"Eschenbach SG, Post",Eschenbach (SG),3342,SG,8.921240460000000,47.240628960000002
422,8581903,"Eschenbach SG, Bildstöckli",Eschenbach (SG),3342,SG,8.924117590000000,47.242436120000001
423,8506498,"Eschenbach SG, Gublen",Eschenbach (SG),3342,SG,8.925982279999999,47.234918209999996
424,8503383,"Neuhaus SG, Lenzikon",Eschenbach (SG),3342,SG,8.938551540000001,47.240854659999997
425,8503647,Schmerikon (See),Schmerikon,3338,SG,8.940313209999999,47.224575459999997
426,8503115,Schmerikon,Schmerikon,3338,SG,8.943381949999999,47.225160109999997
427,8573858,"Schmerikon, Bahnhof",Schmerikon,3338,SG,8.943410520000000,47.225767519999998
428,8503386,"Goldingen, Wolfertingen",Eschenbach (SG),3342,SG,8.949632050000000,47.263650269999999
429,8581030,"Bächli, Harzenmoos",Hemberg,3372,SG,9.189718570000000,47.300521230000001
430,8506876,"Niederwil SG, Dorf",Oberbüren,3424,SG,9.198352990000000,47.438009579999999
431,8506751,"Bächli, Dorf",Hemberg,3372,SG,9.195135000000001,47.305962809999997
432,8584900,Tankstelle PU PAUT Degersheim,Degersheim,3401,SG,9.199039600000001,47.375912020000001
433,8584889,Tankstelle Garage Nesslau,Nesslau,3360,SG,9.198043759999999,47.225791100000002
434,8516197,Nesslau-Neu St. Joh. Gleisende,Nesslau,3360,SG,9.198890000000000,47.225619979999998
435,8506585,"Niederbüren, Husen",Niederbüren,3422,SG,9.208839310000000,47.471828539999997
436,8506480,"Degersheim, Hintertschwil",Degersheim,3401,SG,9.207244879999999,47.381592200000000
437,8530666,Murg West (See),Quarten,3295,SG,9.211164560000000,47.113227590000001
438,8530856,Murg Ost (See),Quarten,3295,SG,9.217884840000000,47.114779200000001
439,8506773,"Schönengrund, Dorf",Neckertal,3378,SG,9.226803139999999,47.328939579999997
440,8506776,"Stein SG, Dorf",Nesslau,3360,SG,9.226620100000000,47.200341150000000
441,8574188,"Schönengrund, Wohnheim",Neckertal,3378,SG,9.232528139999999,47.331945570000002
442,8506769,Rietbad,Nesslau,3360,SG,9.236219309999999,47.243197299999999
443,8590320,"Gossau SG, Talstrasse",Gossau (SG),3443,SG,9.249823920000001,47.409856259999998
444,8573953,"Gossau SG, Gerbhof",Gossau (SG),3443,SG,9.251523210000000,47.416559020000001
445,8507627,"Quarten, Dorf",Quarten,3295,SG,9.241264980000000,47.107711830000000
446,8506210,Gossau SG,Gossau (SG),3443,SG,9.253050690000000,47.411831579999998
447,8502473,"Gossau SG, Kirchstrasse",Gossau (SG),3443,SG,9.255178280000001,47.416465639999998
448,8531160,Flumserberg Zigerboden,Quarten,3295,SG,9.250937510000000,47.069545949999998
449,8530663,Unterterzen (See),Quarten,3295,SG,9.253446970000001,47.114483929999999
450,8574024,Starkenbach,Wildhaus-Alt St. Johann,3359,SG,9.256441570000000,47.184057029999998
451,8516718,Gossau SG altes Unterwerk,Gossau (SG),3443,SG,9.264375500000000,47.411399570000000
452,8530904,Oberterzen (2. Sekt. Talst.),Quarten,3295,SG,9.257201459999999,47.102791050000000
453,8589537,"Gossau SG, Migros BZ",Gossau (SG),3443,SG,9.270796080000000,47.410803119999997
454,8589535,"Gossau SG, Coop BZ",Gossau (SG),3443,SG,9.277438070000001,47.409330120000000
455,8531309,Flumserberg Chrüz (Twärchamm),Quarten,3295,SG,9.268437130000001,47.079912280000002
456,8578546,"St. Gallenkappel, Berg",Eschenbach (SG),3342,SG,8.961607559999999,47.243341000000001
457,8531310,Flumserberg Twärchamm,Flums,3292,SG,9.271353530000001,47.076608700000001
458,8530963,Flumserberg Obersäss (Talst.),Quarten,3295,SG,9.272048190000000,47.082283969999999
459,8589533,"Gossau SG, Kühlhausstrasse",Gossau (SG),3443,SG,9.285780389999999,47.408747220000002
460,8509415,Mols,Quarten,3295,SG,9.276816569999999,47.112990670000002
461,8595374,"Mols, Bahnhof",Quarten,3295,SG,9.277643060000001,47.112506670000002
462,8573591,"Goldingen, Unterdorf",Eschenbach (SG),3342,SG,8.967370590000000,47.260996319999997
463,8573592,"Goldingen, Riedern",Eschenbach (SG),3342,SG,8.967882130000000,47.254863080000000
464,8583717,"Flumserberg, Tannenbodenwise",Flums,3292,SG,9.287883640000000,47.092287089999999
465,8518120,Bruggwaldtunnel (Abzw),St. Gallen,3203,SG,9.397270010000000,47.445799989999998
466,8518121,St. Gallen St. Fiden Nord,St. Gallen,3203,SG,9.398029990000000,47.442430000000002
467,8519039,St. Gallen Winkeln FU,St. Gallen,3203,SG,9.304363570000000,47.397859500000003
468,8574026,"Unterwasser, Stofel",Wildhaus-Alt St. Johann,3359,SG,9.297489160000000,47.196348159999999
469,8519166,St. Gallen Betriebsgr. SGA/TB,St. Gallen,3203,SG,9.368975040000000,47.422292550000002
470,8519306,St. Gallen Güterbahnhof,St. Gallen,3203,SG,9.362450010000000,47.417299999999997
471,8530665,Walenstadt (See),Walenstadt,3298,SG,9.301829390000000,47.127718469999998
472,8519668,Ruckhalde,St. Gallen,3203,SG,9.359823009999999,47.414224359999999
473,8509890,"Flumserberg Tannenheim, Post",Flums,3292,SG,9.302759699999999,47.090076160000002
474,8574095,"St. Gallen, Bahnhof",St. Gallen,3203,SG,9.370484540000000,47.423493290000003
475,8506251,Iltios,Wildhaus-Alt St. Johann,3359,SG,9.312326490000000,47.185436750000001
476,8500278,Stöfeli (Mittelstation),Wildhaus-Alt St. Johann,3359,SG,9.313591510000000,47.172208110000000
477,8584899,Tankstelle AVIA Mühlrüti,Mosnang,3394,SG,8.983543320000001,47.371566580000000
478,8573590,"Hintergoldingen, Kapelle",Eschenbach (SG),3342,SG,8.981940570000001,47.285478840000003
479,8587183,"Muolen, Hirschen",Muolen,3202,SG,9.327966940000000,47.519002069999999
480,8588963,"Abtwil SG, Sonnenhof",Gaiserwald,3442,SG,9.325725990000000,47.424124849999998
481,8574223,"St. Gallen, St.Leonhard",St. Gallen,3203,SG,9.367034240000001,47.420833870000003
482,8509651,"Flumserberg Bergheim, Brünsch",Flums,3292,SG,9.319088600000001,47.092509190000001
483,8573990,"Mühlrüti, Dorf",Mosnang,3394,SG,8.985244450000000,47.371212579999998
